75.1640625,37.05713016,0.795076518,2.875512424,8.95819398,36.412399,4.605350469,21.47460046,0
110.0703125,50.98593305,0.33572402,-0.318783915,5.086120401,25.91354499,5.928902087,38.71465662,0
101.5078125,41.66852006,0.207396092,0.366994265,3.378762542,20.62719372,8.099830893,71.63292347,0
98.796875,41.31705901,0.870577648,1.592930548,3.77090301,19.88884722,7.811482581,74.61732695,0
136.203125,49.79306543,-0.066644564,-0.378287339,6.879598662,33.40023659,4.979472864,24.31406958,0
96.296875,39.0225014,0.434789167,1.449524112,1.233277592,14.228778,12.58254231,169.4130981,0
122.6171875,44.84158246,-0.151880892,0.136976193,2.85367893,16.79941157,9.695836831,116.9035065,0
85.9609375,44.7832283,0.790272555,1.427598655,35.62123746,66.81649745,1.617705962,1.10588266,1
149.8203125,51.44861417,-0.164474931,-0.072422437,2.576086957,14.6029409,8.737733452,103.5868402,0
114.453125,48.31664105,0.270625241,0.28560422,4.076923077,23.95691721,6.697420303,47.93294284,0
132.3984375,48.2961793,-0.147034925,0.022783604,1.826923077,18.68031472,10.73325088,116.8001432,0
122.578125,51.53785159,0.275434304,-0.422357514,1.391304348,13.48543341,12.46745639,179.6732358,0
108.421875,40.99268406,0.434977566,1.015834672,1.822742475,11.37291351,12.36426649,223.8590822,0
99.46875,46.04497419,0.740929697,1.138326373,1.051839465,14.01607969,14.60252312,222.9412708,0
141.28125,43.54432682,-0.077555837,-0.091268595,2.213210702,15.38134624,9.80429499,118.1174687,0
159.8203125,38.65359653,-0.521790824,1.525609484,65.2826087,82.08370431,0.592340417,-1.416685427,0
109.9921875,41.67142608,0.217334756,0.344098864,2.068561873,15.22875674,10.82676739,141.0267865,0
120.7890625,49.19074042,0.042978124,-0.082511234,6.772575251,31.61169797,5.275963169,28.47968779,0
99.625,43.35644416,0.465581831,0.751944888,11.74665552,38.10569086,3.22138601,9.386968869,0
118.734375,45.22400572,0.123505621,0.270101389,1.223244147,10.54237324,15.04908022,303.7941438,0
73.015625,35.62587376,1.034238723,4.099756873,1.751672241,18.04998742,10.84984462,121.4598511,0
118.5703125,50.95934096,0.390329501,0.146779856,1.706521739,13.65398949,10.71727846,141.4267503,0
125.7421875,42.41927003,0.252812583,0.459472868,9.95819398,40.60182614,4.177913432,16.62374484,0
112.015625,52.78331063,0.303547826,-0.046407333,3.439799331,20.3496745,7.374986696,61.96634719,0
