crust is not good	0
not tasty and the texture was just nasty	0
now i am getting angry and i want my damn pho	0
honeslty it didnt taste that fresh	0
the potatoes were like rubber and you could tell they had been made up ahead of time being kept under a warmer	0
would not go back	0
the cashier had no care what so ever on what i had to say it still ended up being wayyy overpriced	0
i was disgusted because i was pretty sure that was human hair	0
i was shocked because no signs indicate cash only	0
waitress was a little slow in service	0
this place is not worth your time let alone vegas	0
did not like at all	0
the burrittos blah	0
 they never brought a salad we asked for	0
took an hour to get our food only 4 tables in restaurant my food was luke warm our sever was running around like he was totally overwhelmed	0
the worst was the salmon sashimi	0
this was like the final blow	0
seems like a good quick place to grab a bite of some familiar pub food but do yourself a favor and look elsewhere	0
poor service the waiter made me feel like i was stupid every time he came to the table	0
service sucks	0
there is not a deal good enough that would drag me into that establishment again	0
hard to judge whether these sides were good because we were grossed out by the melted styrofoam and didnt want to eat it for fear of getting sick	0
frozen pucks of disgust with some of the worst people behind the register	0
its too bad the food is so damn generic	0
they have horrible attitudes towards customers and talk down to each one when customers dont enjoy their food	0
the heart attack grill in downtown vegas is an absolutely flatlined excuse for a restaurant	0
not much seafood and like 5 strings of pasta at the bottom	0
the ripped banana was not only ripped but petrified and tasteless	0
at least think to refill my water before i struggle to wave you over for 10 minutes	0
we got the food and apparently they have never heard of salt and the batter on the fish was chewy	0
the service was meh	0
it took over 30 min to get their milkshake which was nothing more than chocolate milk	0
i guess i should have known that this place would suck because it is inside of the excalibur but i didnt use my common sense	0
the scallop dish is quite appalling for value as well	0
2 times  very bad customer service 	0
there is so much good food in vegas that i feel cheated for wasting an eating opportunity by going to rice and company	0
coming here is like experiencing an underwhelming relationship where both parties cant wait for the other person to ask to break up	0
walked in and the place smelled like an old grease trap and only 2 others there eating	0
the turkey and roast beef were bland	0
the pan cakes everyone are raving about taste like a sugary disaster tailored to the palate of a six year old	0
the poor batter to meat ratio made the chicken tenders very unsatisfying	0
in summary this was a largely disappointing dining experience	0
never been to hard rock casino before will never ever step forward in it again	0
say bye bye to your tip lady	0
well never go again	0
it was not good	0
real sushi lovers lets be honest  yama is not that good	0
at least 40min passed in between us ordering and the food arriving and it wasnt that busy	0
it was pretty gross	0
ive had better atmosphere	0
kind of hard to mess up a steak but they did	0
although i very much liked the look and sound of this place the actual experience was a bit disappointing	0
i just dont know how this place managed to served the blandest food i have ever eaten when they are preparing indian cuisine	0
worst service to boot but that is the least of their worries	0
host staff were for lack of a better word bitches	0
bland not a liking this place for a number of reasons and i dont want to waste time on bad reviewing ill leave it at that	0
i wouldnt return	0
this place is way too overpriced for mediocre food	0
the management is rude	0
he was extremely rude and really there are so many other restaurants i would love to dine at during a weekend in vegas	0
dont do it	0
the waiter wasnt helpful or friendly and rarely checked on us	0
my husband and i ate lunch here and were very disappointed with the food and service	0
and the red curry had so much bamboo shoots and wasnt very tasty to me	0
the menu is always changing food quality is going down & service is extremely slow	0
the service was a little slow  considering that were served by 3 people servers so the food was coming in a slow pace	0
i give it 2 thumbs down	0
we watched our waiter pay a lot more attention to other tables and ignore us	0
we waited for forty five minutes in vain	0
crostini that came with the salad was stale	0
unfortunately we must have hit the bakery on leftover day because everything we ordered was stale	0
i came back today since they relocated and still not impressed	0
avoid at all cost	0
so dont go there if you are looking for good food	0
ive never been treated so bad	0
we also ordered the spinach and avocado salad; the ingredients were sad and the dressing literally had zero taste	0
perhaps i caught them on an off night judging by the other reviews but im not inspired to go back	0
the service here leaves a lot to be desired	0
we literally sat there for 20 minutes with no one asking to take our order	0
the burger had absolutely no flavor  the meat itself was totally bland the burger was overcooked and there was no charcoal flavor	0
i also decided not to send it back because our waitress looked like she was on the verge of having a heart attack	0
i dressed up to be treated so rudely	0
it was probably dirt	0
the food sucked which we expected but it sucked more than we could have imagined	0
when my order arrived one of the gyros was missing	0
im not really sure how joeys was voted best hot dog in the valley by readers of phoenix magazine	0
the live music on fridays totally blows	0
ive never been more insulted or felt disrespected	0
the warm beer didnt help	0
ive lived here since 1979 and this was the first and last time ive stepped foot into this place	0
the worst experience ever	0
must have been an off night at this place	0
if that bug never showed up i would have given a 4 for sure but on the other side of the wall where this bug was climbing was the kitchen	0
for about 10 minutes we were waiting for her salad when we realized that it wasnt coming any time soon	0
wont go back	0
soggy and not good	0
which are small and not worth the price	0
the shower area is outside so you can only rinse not take a full shower unless you dont mind being nude for everyone to see	0
the service was a bit lacking	0
lobster bisque bussell sprouts risotto filet all needed salt and pepperand of course there is none at the tables	0
hopefully this bodes for them going out of business and someone who can cook can come in	0
it was either too cold not enough flavor or just bad	0
as for the "mainsalso uninspired	0
if the food isnt bad enough for you then enjoy dealing with the worlds worst/annoying drunk people	0
ordered a double cheeseburger & got a single patty that was falling apart picture uploaded yeah still sucks	0
if it were possible to give them zero stars theyd have it	0
the descriptions said "yum yum sauceand another said "eel sauce" yet another said "spicy mayo"well none of the rolls had sauces on them	0
if she had not rolled the eyes we may have stayed not sure if we will go back and try it again	0
horrible  dont waste your time and money	0
by this time our side of the restaurant was almost empty so there was no excuse	0
it wasnt busy either also the building was freezing cold	0
like the other reviewer said "you couldnt pay me to eat at this place again"	0
drinks took close to 30 minutes to come out at one point	0
based on the subpar service i received and no effort to show their gratitude for my business i wont be going back	0
there is nothing privileged about working/eating there	0
overall i dont think that i would take my parents to this place again because they made most of the similar complaints that i silently felt too	0
i as well wouldve given godfathers zero stars if possible	0
very tough and very short on flavor	0
i have been in more than a few bars in vegas and do not ever recall being charged for tap water	0
the service was not up to par either	0
for a self proclaimed coffee cafe i was wildly disappointed	0
ive had better not only from dedicated boba tea spots but even from jenni pho	0
i think not again	0
i had the mac salad and it was pretty bland so i will not be getting that again	0
service stinks here	0
i waited and waited	0
this place is not quality sushi it is not a quality restaurant	0
things that went wrong  they burned the saganaki	0
we waited an hour for what was a breakfast i could have done 100 times better at home	0
i hate to disagree with my fellow yelpers but my husband and i were so disappointed with this place	0
waited 2 hours & never got either of our pizzas as many other around us who came in later did	0
just dont know why they were so slow	0
i live in the neighborhood so i am disappointed i wont be back here because it is a convenient location	0
before i go in to why i gave a 1 star rating please know that this was my third time eating at bachi burger before writing a review	0
never again will i be dining at this place	0
please stay away from the shrimp stir fried noodles	0
the potato chip order was sad i could probably count how many chips were in that box and it was probably around 12	0
food was really boring	0
this greedy corporation will never see another dime from me	0
will never ever go back	0
as much as id like to go back i cant get passed the atrocious service and will never return	0
she ordered a toasted english muffin that came out untoasted	0
never going back	0
the bus boy on the other hand was so rude	0
by this point my friends and i had basically figured out this place was a joke and didnt mind making it publicly and loudly known	0
the only downside is the service	0
also the fries are without a doubt the worst fries ive ever had	0
i go to far too many places and ive never seen any restaurant that serves a 1 egg breakfast especially for $400	0
when my mom and i got home she immediately got sick and she only had a few bites of salad	0
the servers are not pleasant to deal with and they dont always honor pizza hut coupons	0
everything was gross	0
first  the bathrooms at this location were dirty seat covers were not replenished & just plain yucky	0
the burger i got the "gold standarda $17 burger and was kind of disappointed	0
there is nothing authentic about this place	0
the spaghetti is nothing special whatsoever	0
the selection was probably the worst ive seen in vegasthere was none	0
we sat another ten minutes and finally gave up and left	0
he was terrible	0
it shouldnt take 30 min for pancakes and eggs	0
sadly gordon ramseys steak is a place we shall sharply avoid during our next trip to vegas	0
the buffet is small and all the food they offered was bland	0
definitely a turn off for me & i doubt ill be back unless someone else is buying	0
i find wasting food to be despicable but this just wasnt food	0
my wife had the lobster bisque soup which was lukewarm	0
i left with a stomach ache and felt sick the rest of the day	0
they dropped more than the ball	0
and the beans and rice were mediocre at best	0
i took back my money and got outta there	0
rude & inconsiderate management	0
the staff are now not as friendly the wait times for being served are horrible no one even says hi for the first 10 minutes	0
i wont be back	0
the food was terrible	0
will never ever go back and have told many people what had happened	0
i dont recommend unless your car breaks down in front of it and you are starving	0
this place deserves one star and 90% has to do with the food	0
this is a disgrace	0
im probably one of the few people to ever go to ians and not like it	0
this one is simply a disappointment	0
overall i was very disappointed with the quality of food at bouchon	0
i dont have to be an accountant to know im getting screwed	0
left very frustrated	0
total waste of time	0
for service i give them no stars	0
i can take a little bad service but the food sucks	0
gave up trying to eat any of the crust teeth still sore	0
but now i was completely grossed out	0
on the ground right next to our table was a large smeared beensteppedinandtrackedeverywhere pile of green bird poop	0
furthermore you cant even find hours of operation on the website	0
weve tried to like this place but after 10+ times i think were done with them	0
what a mistake that was	0
waiter was a jerk	0
strike 2 who wants to be rushed	0
i never come again	0
ordered an appetizer and took 40 minutes and then the pizza another 10 minutes	0
it was a huge awkward 15lb piece of cow that was 3/4ths gristle and fat	0
ill take my business dinner dollars elsewhere	0
nothing special	0
will not be back	0
sauce was tasteless	0
i dont think well be going back anytime soon	0
i am far from a sushi connoisseur but i can definitely tell the difference between good food and bad food and this was certainly bad food	0
i was so insulted	0
the last 3 times i had lunch here has been bad	0
the chicken wings contained the driest chicken meat i have ever eaten	0
definitely not worth the $3 i paid	0
the manager was the worst	0
i dont think ill be running back to carlys anytime soon for food	0
